TaskNo.	Using Tdma	SendTime	ReceiveTime	SourceIP	OffLoadingIP	Length	Rtt	isLoad	exceed
1237	0	1238004	1238005	10.1.1.2	10.1.1.1	6	1	0	0
1238	0	1239004	1239004	10.1.1.2	10.1.1.1	6	0	0	0
1239	0	1240004	1240005	10.1.1.2	10.1.1.1	6	1	0	0
1240	0	1241004	1241004	10.1.1.2	10.1.1.1	6	0	0	0
1241	0	1242004	1242004	10.1.1.2	10.1.1.1	6	0	0	0
1242	0	1243004	1243004	10.1.1.2	10.1.1.1	6	0	0	0
1243	0	1244004	1244004	10.1.1.2	10.1.1.1	6	0	0	0
1244	0	1245004	1245004	10.1.1.2	10.1.1.1	6	0	0	0
1245	1	1246006	1246011	10.1.2.2	10.1.1.1	6	5	0	0
1246	1	1247005	1247014	10.1.2.2	10.1.3.1	6	9	0	0
1247	1	1248008	1248013	10.1.2.2	10.1.1.1	6	5	0	0
1248	1	1249006	1249011	10.1.2.2	10.1.1.1	6	5	0	0
1249	1	1250005	1250010	10.1.2.2	10.1.1.1	6	5	0	0
1250	1	1251008	1251013	10.1.2.2	10.1.1.1	6	5	0	0
1251	1	1252006	1252011	10.1.2.2	10.1.1.1	6	5	0	0
1252	1	1253005	1253010	10.1.2.2	10.1.1.1	6	5	0	0
1253	1	1254008	1254013	10.1.2.2	10.1.1.1	6	5	0	0
1254	1	1255006	1255011	10.1.2.2	10.1.1.1	6	5	0	0
1255	1	1256005	1256010	10.1.2.2	10.1.1.1	6	5	0	0
1256	1	1257008	1257013	10.1.2.2	10.1.1.1	6	5	0	0
1257	1	1258006	1258011	10.1.2.2	10.1.1.1	6	5	0	0
1258	1	1259005	1259010	10.1.2.2	10.1.1.1	6	5	0	0
1259	1	1260008	1260013	10.1.2.2	10.1.1.1	6	5	0	0
1260	0	1261004	1261004	10.1.1.2	10.1.1.1	6	0	0	0
1261	0	1262004	1262005	10.1.1.2	10.1.1.1	6	1	0	0
1262	0	1263004	1263004	10.1.1.2	10.1.1.1	6	0	0	0
1263	0	1264004	1264004	10.1.1.2	10.1.1.1	6	0	0	0
1264	0	1265004	1265004	10.1.1.2	10.1.1.1	6	0	0	0
1265	1	1266008	1266013	10.1.2.2	10.1.1.1	6	5	0	0
1266	1	1267006	1267011	10.1.2.2	10.1.1.1	6	5	0	0
1267	1	1268005	1268010	10.1.2.2	10.1.1.1	6	5	0	0
1268	1	1269008	1269013	10.1.2.2	10.1.1.1	6	5	0	0
1269	1	1270006	1270011	10.1.2.2	10.1.1.1	6	5	0	0
1270	0	1271004	1271012	10.1.1.2	10.1.3.1	6	8	0	0
1271	0	1272004	1272004	10.1.1.2	10.1.1.1	6	0	0	0
1272	0	1273004	1273006	10.1.1.2	10.1.1.1	6	2	0	0
1273	0	1274004	1274004	10.1.1.2	10.1.1.1	6	0	0	0
1274	0	1275004	1275005	10.1.1.2	10.1.1.1	6	1	0	0
1275	1	1276006	1276011	10.1.2.2	10.1.1.1	6	5	0	0
1276	1	1277005	1277010	10.1.2.2	10.1.1.1	6	5	0	0
1277	1	1278008	1278013	10.1.2.2	10.1.1.1	6	5	0	0
1278	1	1279006	1279011	10.1.2.2	10.1.1.1	6	5	0	0
1279	1	1280005	1280010	10.1.2.2	10.1.1.1	6	5	0	0
1280	0	1281004	1281004	10.1.1.2	10.1.1.1	6	0	0	0
1281	0	1282004	1282004	10.1.1.2	10.1.1.1	6	0	0	0
1282	0	1283004	1283005	10.1.1.2	10.1.1.1	6	1	0	0
1283	0	1284005	1284005	10.1.1.2	10.1.1.1	6	0	0	0
1284	0	1285004	1285005	10.1.1.2	10.1.1.1	6	1	0	0
1285	1	1286005	1286010	10.1.2.2	10.1.1.1	6	5	0	0
1286	1	1287008	1287013	10.1.2.2	10.1.1.1	6	5	0	0
1287	1	1288006	1288011	10.1.2.2	10.1.1.1	6	5	0	0
1288	1	1289005	1289010	10.1.2.2	10.1.1.1	6	5	0	0
1289	1	1290008	1290013	10.1.2.2	10.1.1.1	6	5	0	0
1290	0	1291004	1291004	10.1.1.2	10.1.1.1	6	0	0	0
1291	0	1292004	1292004	10.1.1.2	10.1.1.1	6	0	0	0
1292	0	1293004	1293005	10.1.1.2	10.1.1.1	6	1	0	0
1293	0	1294005	1294005	10.1.1.2	10.1.1.1	6	0	0	0
1294	0	1295004	1295013	10.1.1.2	10.1.5.1	6	9	0	0
1295	1	1296008	1296013	10.1.2.2	10.1.1.1	6	5	0	0
1296	1	1297006	1297011	10.1.2.2	10.1.1.1	6	5	0	0
1297	1	1298005	1298010	10.1.2.2	10.1.1.1	6	5	0	0
1298	1	1299008	1299013	10.1.2.2	10.1.1.1	6	5	0	0
1300	1	1301284	1301317	10.1.2.2	10.1.1.1	6	33	0	0
1301	1	1302008	1302013	10.1.2.2	10.1.1.1	6	5	0	0
1302	1	1303006	1303016	10.1.2.2	10.1.3.1	6	10	0	0
1308	1	1309006	1309011	10.1.2.2	10.1.1.1	6	5	0	0
1309	1	1310005	1310014	10.1.2.2	10.1.3.1	6	9	0	0
1310	0	1311004	1311005	10.1.1.2	10.1.1.1	6	1	0	0
1311	0	1312004	1312005	10.1.1.2	10.1.1.1	6	1	0	0
1312	0	1313004	1313004	10.1.1.2	10.1.1.1	6	0	0	0
1313	0	1314004	1314004	10.1.1.2	10.1.1.1	6	0	0	0
1314	0	1315004	1315005	10.1.1.2	10.1.1.1	6	1	0	0
1315	1	1316005	1316010	10.1.2.2	10.1.1.1	6	5	0	0
1316	1	1317008	1317013	10.1.2.2	10.1.1.1	6	5	0	0
1317	1	1318006	1318011	10.1.2.2	10.1.1.1	6	5	0	0
1318	1	1319005	1319010	10.1.2.2	10.1.1.1	6	5	0	0
1319	1	1320008	1320013	10.1.2.2	10.1.1.1	6	5	0	0
1320	1	1321006	1321011	10.1.2.2	10.1.1.1	6	5	0	0
1321	1	1322005	1322010	10.1.2.2	10.1.1.1	6	5	0	0
1322	1	1323008	1323013	10.1.2.2	10.1.1.1	6	5	0	0
1323	1	1324006	1324011	10.1.2.2	10.1.1.1	6	5	0	0
1324	1	1325005	1325010	10.1.2.2	10.1.1.1	6	5	0	0
1325	0	1326004	1326004	10.1.1.2	10.1.1.1	6	0	0	0
1326	0	1327004	1327004	10.1.1.2	10.1.1.1	6	0	0	0
1327	0	1328004	1328004	10.1.1.2	10.1.1.1	6	0	0	0
1328	0	1329004	1329005	10.1.1.2	10.1.1.1	6	1	0	0
1329	0	1330004	1330005	10.1.1.2	10.1.1.1	6	1	0	0
1330	1	1331005	1331014	10.1.2.2	10.1.5.1	6	9	0	0
1331	1	1332008	1332013	10.1.2.2	10.1.1.1	6	5	0	0
1332	1	1333006	1333011	10.1.2.2	10.1.1.1	6	5	0	0
1333	1	1334005	1334010	10.1.2.2	10.1.1.1	6	5	0	0
1334	1	1335008	1335013	10.1.2.2	10.1.1.1	6	5	0	0
1335	1	1336006	1336011	10.1.2.2	10.1.1.1	6	5	0	0
1336	1	1337005	1337014	10.1.2.2	10.1.5.1	6	9	0	0
1337	1	1338008	1338013	10.1.2.2	10.1.1.1	6	5	0	0
1338	1	1339006	1339011	10.1.2.2	10.1.1.1	6	5	0	0
1339	1	1340005	1340010	10.1.2.2	10.1.1.1	6	5	0	0
1340	0	1341004	1341004	10.1.1.2	10.1.1.1	6	0	0	0
1341	0	1342004	1342012	10.1.1.2	10.1.5.1	6	8	0	0
1342	0	1343004	1343004	10.1.1.2	10.1.1.1	6	0	0	0
1343	0	1344004	1344004	10.1.1.2	10.1.1.1	6	0	0	0
1344	0	1345004	1345005	10.1.1.2	10.1.1.1	6	1	0	0
1345	0	1346004	1346004	10.1.1.2	10.1.1.1	6	0	0	0
1346	0	1347005	1347006	10.1.1.2	10.1.1.1	6	1	0	0
1347	0	1348004	1348005	10.1.1.2	10.1.1.1	6	1	0	0
1348	0	1349004	1349004	10.1.1.2	10.1.1.1	6	0	0	0
1349	0	1350004	1350004	10.1.1.2	10.1.1.1	6	0	0	0
1350	0	1351004	1351004	10.1.1.2	10.1.1.1	6	0	0	0
1351	0	1352004	1352004	10.1.1.2	10.1.1.1	6	0	0	0
1352	0	1353004	1353005	10.1.1.2	10.1.1.1	6	1	0	0
1353	0	1354004	1354005	10.1.1.2	10.1.1.1	6	1	0	0
1354	0	1355004	1355005	10.1.1.2	10.1.1.1	6	1	0	0
1355	0	1356004	1356006	10.1.1.2	10.1.1.1	6	2	0	0
1356	0	1357004	1357006	10.1.1.2	10.1.1.1	6	2	0	0
1357	0	1358004	1358005	10.1.1.2	10.1.1.1	6	1	0	0
1358	0	1359004	1359004	10.1.1.2	10.1.1.1	6	0	0	0
1359	0	1360004	1360004	10.1.1.2	10.1.1.1	6	0	0	0
1360	0	1361004	1361004	10.1.1.2	10.1.1.1	6	0	0	0
1361	0	1362004	1362005	10.1.1.2	10.1.1.1	6	1	0	0
1362	0	1363004	1363004	10.1.1.2	10.1.1.1	6	0	0	0
1363	0	1364004	1364004	10.1.1.2	10.1.1.1	6	0	0	0
1364	0	1365004	1365005	10.1.1.2	10.1.1.1	6	1	0	0
1365	0	1366004	1366005	10.1.1.2	10.1.1.1	6	1	0	0
1366	0	1367004	1367004	10.1.1.2	10.1.1.1	6	0	0	0
1367	0	1368004	1368004	10.1.1.2	10.1.1.1	6	0	0	0
1368	0	1369004	1369004	10.1.1.2	10.1.1.1	6	0	0	0
1369	0	1370004	1370004	10.1.1.2	10.1.1.1	6	0	0	0
1370	1	1371008	1371013	10.1.2.2	10.1.1.1	6	5	0	0
1371	1	1372006	1372011	10.1.2.2	10.1.1.1	6	5	0	0
1372	1	1373005	1373010	10.1.2.2	10.1.1.1	6	5	0	0
1373	1	1374008	1374013	10.1.2.2	10.1.1.1	6	5	0	0
1374	1	1375006	1375011	10.1.2.2	10.1.1.1	6	5	0	0
1375	0	1376004	1376005	10.1.1.2	10.1.1.1	6	1	0	0
1376	0	1377004	1377004	10.1.1.2	10.1.1.1	6	0	0	0
1377	0	1378004	1378012	10.1.1.2	10.1.3.1	6	8	0	0
1378	0	1379004	1379004	10.1.1.2	10.1.1.1	6	0	0	0
1379	0	1380004	1380004	10.1.1.2	10.1.1.1	6	0	0	0
1380	0	1381004	1381004	10.1.1.2	10.1.1.1	6	0	0	0
1381	0	1382004	1382004	10.1.1.2	10.1.1.1	6	0	0	0
1382	0	1383004	1383014	10.1.1.2	10.1.3.1	6	10	0	0
1383	0	1384005	1384006	10.1.1.2	10.1.1.1	6	1	0	0
1384	0	1385004	1385005	10.1.1.2	10.1.1.1	6	1	0	0
1401	0	1402259	1402305	10.1.1.2	10.1.5.1	6	46	0	0
1402	0	1403004	1403005	10.1.1.2	10.1.1.1	6	1	0	0
1403	0	1404004	1404005	10.1.1.2	10.1.1.1	6	1	0	0
1404	0	1405004	1405005	10.1.1.2	10.1.1.1	6	1	0	0
1405	1	1406005	1406010	10.1.2.2	10.1.1.1	6	5	0	0
1406	1	1407008	1407013	10.1.2.2	10.1.1.1	6	5	0	0
1407	1	1408006	1408011	10.1.2.2	10.1.1.1	6	5	0	0
1408	1	1409005	1409010	10.1.2.2	10.1.1.1	6	5	0	0
1409	1	1410008	1410013	10.1.2.2	10.1.1.1	6	5	0	0
1410	1	1411006	1411011	10.1.2.2	10.1.1.1	6	5	0	0
1411	1	1412005	1412010	10.1.2.2	10.1.1.1	6	5	0	0
1412	1	1413008	1413013	10.1.2.2	10.1.1.1	6	5	0	0
1413	1	1414006	1414011	10.1.2.2	10.1.1.1	6	5	0	0
1414	1	1415005	1415010	10.1.2.2	10.1.1.1	6	5	0	0
1415	1	1416008	1416013	10.1.2.2	10.1.1.1	6	5	0	0
1416	1	1417006	1417011	10.1.2.2	10.1.1.1	6	5	0	0
1417	1	1418005	1418010	10.1.2.2	10.1.1.1	6	5	0	0
1418	1	1419008	1419013	10.1.2.2	10.1.1.1	6	5	0	0
1419	1	1420006	1420011	10.1.2.2	10.1.1.1	6	5	0	0
1420	0	1421004	1421005	10.1.1.2	10.1.1.1	6	1	0	0
1421	0	1422004	1422012	10.1.1.2	10.1.5.1	6	8	0	0
1422	0	1423004	1423004	10.1.1.2	10.1.1.1	6	0	0	0
1423	0	1424004	1424004	10.1.1.2	10.1.1.1	6	0	0	0
1424	0	1425004	1425005	10.1.1.2	10.1.1.1	6	1	0	0
1426	1	1427005	1427010	10.1.2.2	10.1.1.1	6	5	0	0
1427	1	1428008	1428013	10.1.2.2	10.1.1.1	6	5	0	0
1428	1	1429006	1429011	10.1.2.2	10.1.1.1	6	5	0	0
1429	1	1430005	1430010	10.1.2.2	10.1.1.1	6	5	0	0
1430	0	1431004	1431005	10.1.1.2	10.1.1.1	6	1	0	0
1431	0	1432004	1432005	10.1.1.2	10.1.1.1	6	1	0	0
1432	0	1433004	1433004	10.1.1.2	10.1.1.1	6	0	0	0
1433	0	1434004	1434004	10.1.1.2	10.1.1.1	6	0	0	0
1434	0	1435004	1435004	10.1.1.2	10.1.1.1	6	0	0	0
1435	1	1436005	1436010	10.1.2.2	10.1.1.1	6	5	0	0
1436	1	1437008	1437013	10.1.2.2	10.1.1.1	6	5	0	0
1437	1	1438006	1438011	10.1.2.2	10.1.1.1	6	5	0	0
1438	1	1439005	1439010	10.1.2.2	10.1.1.1	6	5	0	0
1439	1	1440008	1440013	10.1.2.2	10.1.1.1	6	5	0	0
1440	0	1441004	1441004	10.1.1.2	10.1.1.1	6	0	0	0
1441	0	1442004	1442004	10.1.1.2	10.1.1.1	6	0	0	0
1442	0	1443004	1443004	10.1.1.2	10.1.1.1	6	0	0	0
1443	0	1444004	1444004	10.1.1.2	10.1.1.1	6	0	0	0
1444	0	1445004	1445004	10.1.1.2	10.1.1.1	6	0	0	0
1445	0	1446004	1446005	10.1.1.2	10.1.1.1	6	1	0	0
1446	0	1447004	1447004	10.1.1.2	10.1.1.1	6	0	0	0
1447	0	1448004	1448013	10.1.1.2	10.1.3.1	6	9	0	0
1448	0	1449004	1449004	10.1.1.2	10.1.1.1	6	0	0	0
1449	0	1450004	1450013	10.1.1.2	10.1.3.1	6	9	0	0
1450	0	1451004	1451004	10.1.1.2	10.1.1.1	6	0	0	0
1451	0	1452004	1452005	10.1.1.2	10.1.1.1	6	1	0	0
1452	0	1453004	1453004	10.1.1.2	10.1.1.1	6	0	0	0
1453	0	1454004	1454004	10.1.1.2	10.1.1.1	6	0	0	0
1454	0	1455005	1455006	10.1.1.2	10.1.1.1	6	1	0	0
1455	1	1456006	1456016	10.1.2.2	10.1.5.1	6	10	0	0
1456	1	1457005	1457010	10.1.2.2	10.1.1.1	6	5	0	0
1457	1	1458008	1458013	10.1.2.2	10.1.1.1	6	5	0	0
1458	1	1459006	1459011	10.1.2.2	10.1.1.1	6	5	0	0
1459	1	1460005	1460010	10.1.2.2	10.1.1.1	6	5	0	0
1460	1	1461008	1461013	10.1.2.2	10.1.1.1	6	5	0	0
1461	1	1462006	1462011	10.1.2.2	10.1.1.1	6	5	0	0
1462	1	1463005	1463010	10.1.2.2	10.1.1.1	6	5	0	0
1463	1	1464008	1464013	10.1.2.2	10.1.1.1	6	5	0	0
1464	1	1465006	1465011	10.1.2.2	10.1.1.1	6	5	0	0
1465	1	1466005	1466014	10.1.2.2	10.1.5.1	6	9	0	0
1466	1	1467008	1467013	10.1.2.2	10.1.1.1	6	5	0	0
1467	1	1468006	1468016	10.1.2.2	10.1.3.1	6	10	0	0
1468	1	1469005	1469010	10.1.2.2	10.1.1.1	6	5	0	0
1469	1	1470008	1470013	10.1.2.2	10.1.1.1	6	5	0	0
1470	1	1471006	1471011	10.1.2.2	10.1.1.1	6	5	0	0
1471	1	1472005	1472010	10.1.2.2	10.1.1.1	6	5	0	0
1472	1	1473008	1473013	10.1.2.2	10.1.1.1	6	5	0	0
1473	1	1474006	1474011	10.1.2.2	10.1.1.1	6	5	0	0
1474	1	1475005	1475010	10.1.2.2	10.1.1.1	6	5	0	0
1475	1	1476008	1476013	10.1.2.2	10.1.1.1	6	5	0	0
1476	1	1477006	1477011	10.1.2.2	10.1.1.1	6	5	0	0
1477	1	1478005	1478010	10.1.2.2	10.1.1.1	6	5	0	0
1478	1	1479008	1479013	10.1.2.2	10.1.1.1	6	5	0	0
1479	1	1480006	1480011	10.1.2.2	10.1.1.1	6	5	0	0
1480	1	1481005	1481010	10.1.2.2	10.1.1.1	6	5	0	0
1481	1	1482008	1482013	10.1.2.2	10.1.1.1	6	5	0	0
1482	1	1483006	1483011	10.1.2.2	10.1.1.1	6	5	0	0
1483	1	1484005	1484010	10.1.2.2	10.1.1.1	6	5	0	0
1484	1	1485008	1485013	10.1.2.2	10.1.1.1	6	5	0	0
1485	1	1486006	1486011	10.1.2.2	10.1.1.1	6	5	0	0
1486	1	1487005	1487010	10.1.2.2	10.1.1.1	6	5	0	0
1487	1	1488008	1488013	10.1.2.2	10.1.1.1	6	5	0	0
1488	1	1489006	1489011	10.1.2.2	10.1.1.1	6	5	0	0
1489	1	1490005	1490010	10.1.2.2	10.1.1.1	6	5	0	0
1490	0	1491005	1491005	10.1.1.2	10.1.1.1	6	0	0	0
1491	0	1492004	1492005	10.1.1.2	10.1.1.1	6	1	0	0
1492	0	1493004	1493005	10.1.1.2	10.1.1.1	6	1	0	0
1493	0	1494004	1494004	10.1.1.2	10.1.1.1	6	0	0	0
1494	0	1495004	1495005	10.1.1.2	10.1.1.1	6	1	0	0
1495	0	1496004	1496004	10.1.1.2	10.1.1.1	6	0	0	0
1496	0	1497004	1497004	10.1.1.2	10.1.1.1	6	0	0	0
1497	0	1498137	1498146	10.1.1.2	10.1.3.1	6	9	0	0
1498	0	1499166	1499175	10.1.1.2	10.1.1.1	6	9	0	0
1499	0	1500008	1500009	10.1.1.2	10.1.1.1	6	1	0	0
1500	0	1501008	1501009	10.1.1.2	10.1.1.1	6	1	0	0
1506	0	1507503	1507998	10.1.1.2	10.1.1.1	6	495	0	0
1515	0	1516004	1516004	10.1.1.2	10.1.1.1	6	0	0	0
1516	0	1517004	1517005	10.1.1.2	10.1.1.1	6	1	0	0
1517	0	1518004	1518005	10.1.1.2	10.1.1.1	6	1	0	0
1530	0	1531203	1531215	10.1.1.2	10.1.1.1	6	12	0	0
1533	0	1534004	1534005	10.1.1.2	10.1.1.1	6	1	0	0
1534	0	1535005	1535005	10.1.1.2	10.1.1.1	6	0	0	0
1535	1	1536008	1536018	10.1.2.2	10.1.5.1	6	10	0	0
1536	1	1537006	1537011	10.1.2.2	10.1.1.1	6	5	0	0
1537	1	1538005	1538014	10.1.2.2	10.1.5.1	6	9	0	0
1538	1	1539008	1539018	10.1.2.2	10.1.5.1	6	10	0	0
1539	1	1540006	1540011	10.1.2.2	10.1.1.1	6	5	0	0
1540	0	1541007	1541022	10.1.1.2	10.1.5.1	6	15	0	0
1541	0	1542010	1542011	10.1.1.2	10.1.1.1	6	1	0	0
1542	0	1543005	1543005	10.1.1.2	10.1.1.1	6	0	0	0
1543	0	1544005	1544015	10.1.1.2	10.1.3.1	6	10	0	0
1544	0	1545005	1545007	10.1.1.2	10.1.1.1	6	2	0	0
1545	0	1546009	1546010	10.1.1.2	10.1.1.1	6	1	0	0
1546	0	1547007	1547008	10.1.1.2	10.1.1.1	6	1	0	0
1547	0	1548008	1548011	10.1.1.2	10.1.1.1	6	3	0	0
1548	0	1549007	1549008	10.1.1.2	10.1.1.1	6	1	0	0
1549	0	1550007	1550010	10.1.1.2	10.1.1.1	6	3	0	0
1550	0	1551005	1551006	10.1.1.2	10.1.1.1	6	1	0	0
1551	0	1552009	1552010	10.1.1.2	10.1.1.1	6	1	0	0
1552	0	1553005	1553006	10.1.1.2	10.1.1.1	6	1	0	0
1553	0	1554004	1554005	10.1.1.2	10.1.1.1	6	1	0	0
1554	0	1555008	1555008	10.1.1.2	10.1.1.1	6	0	0	0
1555	1	1556005	1556005	10.1.2.2	10.1.1.1	6	0	0	0
1556	1	1557008	1557013	10.1.2.2	10.1.1.1	6	5	0	0
1557	1	1558006	1558011	10.1.2.2	10.1.1.1	6	5	0	0
1558	1	1559005	1559015	10.1.2.2	10.1.5.1	6	10	0	0
1559	1	1560008	1560008	10.1.2.2	10.1.1.1	6	0	0	0
1560	0	1561004	1561005	10.1.1.2	10.1.1.1	6	1	0	0
1561	0	1562008	1562019	10.1.1.2	10.1.5.1	6	11	0	0
1562	0	1563004	1563005	10.1.1.2	10.1.1.1	6	1	0	0
1563	0	1564009	1564010	10.1.1.2	10.1.1.1	6	1	0	0
1564	0	1565005	1565015	10.1.1.2	10.1.5.1	6	10	0	0
1565	0	1566004	1566005	10.1.1.2	10.1.1.1	6	1	0	0
1566	0	1567007	1567007	10.1.1.2	10.1.1.1	6	0	0	0
1567	0	1568004	1568005	10.1.1.2	10.1.1.1	6	1	0	0
1568	0	1569007	1569009	10.1.1.2	10.1.1.1	6	2	0	0
1569	0	1570005	1570005	10.1.1.2	10.1.1.1	6	0	0	0
1570	1	1571005	1571010	10.1.2.2	10.1.1.1	6	5	0	0
1571	1	1572008	1572008	10.1.2.2	10.1.1.1	6	0	0	0
1572	1	1573006	1573007	10.1.2.2	10.1.1.1	6	1	0	0
1573	1	1574005	1574005	10.1.2.2	10.1.1.1	6	0	0	0
1574	1	1575008	1575013	10.1.2.2	10.1.1.1	6	5	0	0
1575	0	1576011	1576012	10.1.1.2	10.1.1.1	6	1	0	0
1576	0	1577006	1577007	10.1.1.2	10.1.1.1	6	1	0	0
1577	0	1578005	1578006	10.1.1.2	10.1.1.1	6	1	0	0
1578	0	1579006	1579009	10.1.1.2	10.1.1.1	6	3	0	0
1579	0	1580010	1580011	10.1.1.2	10.1.1.1	6	1	0	0
1580	1	1581008	1581013	10.1.2.2	10.1.1.1	6	5	0	0
1581	1	1582006	1582011	10.1.2.2	10.1.1.1	6	5	0	0
1582	1	1583005	1583010	10.1.2.2	10.1.1.1	6	5	0	0
1583	1	1584008	1584013	10.1.2.2	10.1.1.1	6	5	0	0
1584	1	1585006	1585011	10.1.2.2	10.1.1.1	6	5	0	0
1585	0	1586006	1586007	10.1.1.2	10.1.1.1	6	1	0	0
1586	0	1587006	1587006	10.1.1.2	10.1.1.1	6	0	0	0
1587	0	1588006	1588006	10.1.1.2	10.1.1.1	6	0	0	0
1588	0	1589005	1589008	10.1.1.2	10.1.1.1	6	3	0	0
1589	0	1590010	1590010	10.1.1.2	10.1.1.1	6	0	0	0
1590	1	1591006	1591011	10.1.2.2	10.1.1.1	6	5	0	0
1591	1	1592005	1592014	10.1.2.2	10.1.5.1	6	9	0	0
1592	1	1593008	1593013	10.1.2.2	10.1.1.1	6	5	0	0
1593	1	1594006	1594011	10.1.2.2	10.1.1.1	6	5	0	0
1594	1	1595005	1595010	10.1.2.2	10.1.1.1	6	5	0	0
1595	1	1596008	1596008	10.1.2.2	10.1.1.1	6	0	0	0
1596	1	1597006	1597011	10.1.2.2	10.1.1.1	6	5	0	0
1597	1	1598005	1598010	10.1.2.2	10.1.1.1	6	5	0	0
1598	1	1599008	1599008	10.1.2.2	10.1.1.1	6	0	0	0
1599	1	1600006	1600007	10.1.2.2	10.1.1.1	6	1	0	0
1600	0	1601009	1601013	10.1.1.2	10.1.1.1	6	4	0	0
1601	0	1602008	1602012	10.1.1.2	10.1.1.1	6	4	0	0
1602	0	1603005	1603006	10.1.1.2	10.1.1.1	6	1	0	0
1603	0	1604005	1604007	10.1.1.2	10.1.1.1	6	2	0	0
1604	0	1605006	1605011	10.1.1.2	10.1.1.1	6	5	0	0
1605	0	1606006	1606009	10.1.1.2	10.1.1.1	6	3	0	0
1606	0	1607009	1607020	10.1.1.2	10.1.3.1	6	11	0	0
1607	0	1608004	1608005	10.1.1.2	10.1.1.1	6	1	0	0
1608	0	1609006	1609016	10.1.1.2	10.1.5.1	6	10	0	0
1609	0	1610005	1610006	10.1.1.2	10.1.1.1	6	1	0	0
1610	1	1611008	1611013	10.1.2.2	10.1.1.1	6	5	0	0
1611	1	1612006	1612011	10.1.2.2	10.1.1.1	6	5	0	0
1612	1	1613005	1613010	10.1.2.2	10.1.1.1	6	5	0	0
1613	1	1614008	1614013	10.1.2.2	10.1.1.1	6	5	0	0
1614	1	1615006	1615011	10.1.2.2	10.1.1.1	6	5	0	0
1615	1	1616005	1616010	10.1.2.2	10.1.1.1	6	5	0	0
1616	1	1617008	1617008	10.1.2.2	10.1.1.1	6	0	0	0
1617	1	1618006	1618007	10.1.2.2	10.1.1.1	6	1	0	0
1618	1	1619005	1619010	10.1.2.2	10.1.1.1	6	5	0	0
1619	1	1620008	1620013	10.1.2.2	10.1.1.1	6	5	0	0
1620	0	1621004	1621004	10.1.1.2	10.1.1.1	6	0	0	0
1621	0	1622004	1622005	10.1.1.2	10.1.1.1	6	1	0	0
1622	0	1623004	1623004	10.1.1.2	10.1.1.1	6	0	0	0
1623	0	1624004	1624004	10.1.1.2	10.1.1.1	6	0	0	0
1624	0	1625004	1625005	10.1.1.2	10.1.1.1	6	1	0	0
1625	0	1626004	1626004	10.1.1.2	10.1.1.1	6	0	0	0
1626	0	1627004	1627006	10.1.1.2	10.1.1.1	6	2	0	0
1627	0	1628004	1628005	10.1.1.2	10.1.1.1	6	1	0	0
1628	0	1629004	1629005	10.1.1.2	10.1.1.1	6	1	0	0
1629	0	1630004	1630005	10.1.1.2	10.1.1.1	6	1	0	0
1630	1	1631005	1631010	10.1.2.2	10.1.1.1	6	5	0	0
1631	1	1632008	1632013	10.1.2.2	10.1.1.1	6	5	0	0
1632	1	1633006	1633011	10.1.2.2	10.1.1.1	6	5	0	0
1633	1	1634005	1634010	10.1.2.2	10.1.1.1	6	5	0	0
1634	1	1635008	1635013	10.1.2.2	10.1.1.1	6	5	0	0
1635	1	1636006	1636011	10.1.2.2	10.1.1.1	6	5	0	0
1636	1	1637005	1637010	10.1.2.2	10.1.1.1	6	5	0	0
1637	1	1638008	1638013	10.1.2.2	10.1.1.1	6	5	0	0
1638	1	1639006	1639011	10.1.2.2	10.1.1.1	6	5	0	0
1639	1	1640005	1640010	10.1.2.2	10.1.1.1	6	5	0	0
1640	0	1641004	1641004	10.1.1.2	10.1.1.1	6	0	0	0
1641	0	1642004	1642005	10.1.1.2	10.1.1.1	6	1	0	0
1642	0	1643004	1643004	10.1.1.2	10.1.1.1	6	0	0	0
1643	0	1644004	1644004	10.1.1.2	10.1.1.1	6	0	0	0
1644	0	1645004	1645005	10.1.1.2	10.1.1.1	6	1	0	0
1645	0	1646004	1646004	10.1.1.2	10.1.1.1	6	0	0	0
1646	0	1647004	1647005	10.1.1.2	10.1.1.1	6	1	0	0
1647	0	1648004	1648004	10.1.1.2	10.1.1.1	6	0	0	0
1648	0	1649004	1649012	10.1.1.2	10.1.5.1	6	8	0	0
1649	0	1650004	1650005	10.1.1.2	10.1.1.1	6	1	0	0
1650	0	1651004	1651004	10.1.1.2	10.1.1.1	6	0	0	0
1651	0	1652004	1652004	10.1.1.2	10.1.1.1	6	0	0	0
1652	0	1653004	1653004	10.1.1.2	10.1.1.1	6	0	0	0
1653	0	1654005	1654006	10.1.1.2	10.1.1.1	6	1	0	0
1654	0	1655005	1655005	10.1.1.2	10.1.1.1	6	0	0	0
1655	1	1656008	1656018	10.1.2.2	10.1.5.1	6	10	0	0
1656	1	1657006	1657011	10.1.2.2	10.1.1.1	6	5	0	0
1657	1	1658005	1658010	10.1.2.2	10.1.1.1	6	5	0	0
1658	1	1659008	1659013	10.1.2.2	10.1.1.1	6	5	0	0
1659	1	1660006	1660011	10.1.2.2	10.1.1.1	6	5	0	0
1660	1	1661005	1661010	10.1.2.2	10.1.1.1	6	5	0	0
1661	1	1662008	1662008	10.1.2.2	10.1.1.1	6	0	0	0
1662	1	1663006	1663007	10.1.2.2	10.1.1.1	6	1	0	0
