TaskNo.	Using Tdma	SendTime	ReceiveTime	SourceIP	OffLoadingIP	Length	Rtt	isLoad	exceed
624	1	625006	625011	10.1.2.2	10.1.1.1	6	5	0	0
625	1	626005	626010	10.1.2.2	10.1.1.1	6	5	0	0
626	1	627008	627013	10.1.2.2	10.1.1.1	6	5	0	0
627	1	628006	628011	10.1.2.2	10.1.1.1	6	5	0	0
628	1	629005	629010	10.1.2.2	10.1.1.1	6	5	0	0
629	1	630008	630013	10.1.2.2	10.1.1.1	6	5	0	0
630	1	631006	631011	10.1.2.2	10.1.1.1	6	5	0	0
631	1	632005	632010	10.1.2.2	10.1.1.1	6	5	0	0
632	1	633008	633008	10.1.2.2	10.1.1.1	6	0	0	0
633	1	634006	634016	10.1.2.2	10.1.3.1	6	10	0	0
634	1	635010	635010	10.1.2.2	10.1.1.1	6	0	0	0
635	1	636008	636013	10.1.2.2	10.1.1.1	6	5	0	0
636	1	637006	637016	10.1.2.2	10.1.3.1	6	10	0	0
637	1	638005	638010	10.1.2.2	10.1.1.1	6	5	0	0
638	1	639008	639018	10.1.2.2	10.1.3.1	6	10	0	0
639	1	640006	640011	10.1.2.2	10.1.1.1	6	5	0	0
640	1	641005	641010	10.1.2.2	10.1.1.1	6	5	0	0
641	1	642008	642008	10.1.2.2	10.1.1.1	6	0	0	0
642	1	643006	643007	10.1.2.2	10.1.1.1	6	1	0	0
643	1	644005	644014	10.1.2.2	10.1.3.1	6	9	0	0
644	1	645008	645013	10.1.2.2	10.1.1.1	6	5	0	0
645	1	646006	646007	10.1.2.2	10.1.1.1	6	1	0	0
646	1	647005	647010	10.1.2.2	10.1.1.1	6	5	0	0
647	1	648008	648013	10.1.2.2	10.1.1.1	6	5	0	0
648	1	649006	649011	10.1.2.2	10.1.1.1	6	5	0	0
649	1	650005	650010	10.1.2.2	10.1.1.1	6	5	0	0
650	1	651008	651008	10.1.2.2	10.1.1.1	6	0	0	0
651	1	652006	652007	10.1.2.2	10.1.1.1	6	1	0	0
652	1	653005	653010	10.1.2.2	10.1.1.1	6	5	0	0
653	1	654008	654013	10.1.2.2	10.1.1.1	6	5	0	0
654	1	655006	655016	10.1.2.2	10.1.5.1	6	10	0	0
655	1	656005	656010	10.1.2.2	10.1.1.1	6	5	0	0
656	1	657008	657013	10.1.2.2	10.1.1.1	6	5	0	0
657	1	658006	658011	10.1.2.2	10.1.1.1	6	5	0	0
658	1	659005	659010	10.1.2.2	10.1.1.1	6	5	0	0
659	1	660013	660018	10.1.2.2	10.1.1.1	6	5	0	0
660	1	661006	661011	10.1.2.2	10.1.1.1	6	5	0	0
661	1	662010	662019	10.1.2.2	10.1.1.1	6	9	0	0
662	1	663008	663013	10.1.2.2	10.1.1.1	6	5	0	0
663	1	664006	664011	10.1.2.2	10.1.1.1	6	5	0	0
664	1	665005	665010	10.1.2.2	10.1.1.1	6	5	0	0
665	1	666008	666013	10.1.2.2	10.1.1.1	6	5	0	0
666	1	667006	667011	10.1.2.2	10.1.1.1	6	5	0	0
667	1	668005	668010	10.1.2.2	10.1.1.1	6	5	0	0
668	1	669008	669008	10.1.2.2	10.1.1.1	6	0	0	0
669	1	670006	670007	10.1.2.2	10.1.1.1	6	1	0	0
670	1	671005	671010	10.1.2.2	10.1.1.1	6	5	0	0
671	1	672008	672013	10.1.2.2	10.1.1.1	6	5	0	0
672	1	673006	673011	10.1.2.2	10.1.1.1	6	5	0	0
673	1	674005	674010	10.1.2.2	10.1.1.1	6	5	0	0
674	1	675008	675013	10.1.2.2	10.1.1.1	6	5	0	0
675	1	676006	676011	10.1.2.2	10.1.1.1	6	5	0	0
676	1	677005	677010	10.1.2.2	10.1.1.1	6	5	0	0
677	1	678008	678008	10.1.2.2	10.1.1.1	6	0	0	0
678	1	679006	679007	10.1.2.2	10.1.1.1	6	1	0	0
679	1	680005	680010	10.1.2.2	10.1.1.1	6	5	0	0
680	1	681008	681013	10.1.2.2	10.1.1.1	6	5	0	0
681	1	682006	682011	10.1.2.2	10.1.1.1	6	5	0	0
682	1	683005	683010	10.1.2.2	10.1.1.1	6	5	0	0
683	1	684008	684013	10.1.2.2	10.1.1.1	6	5	0	0
684	1	685006	685011	10.1.2.2	10.1.1.1	6	5	0	0
685	1	686005	686010	10.1.2.2	10.1.1.1	6	5	0	0
686	1	687008	687008	10.1.2.2	10.1.1.1	6	0	0	0
687	1	688006	688007	10.1.2.2	10.1.1.1	6	1	0	0
688	1	689005	689010	10.1.2.2	10.1.1.1	6	5	0	0
689	1	690008	690013	10.1.2.2	10.1.1.1	6	5	0	0
690	1	691006	691011	10.1.2.2	10.1.1.1	6	5	0	0
691	1	692005	692010	10.1.2.2	10.1.1.1	6	5	0	0
692	1	693008	693013	10.1.2.2	10.1.1.1	6	5	0	0
693	1	694006	694011	10.1.2.2	10.1.1.1	6	5	0	0
694	1	695005	695010	10.1.2.2	10.1.1.1	6	5	0	0
695	1	696008	696008	10.1.2.2	10.1.1.1	6	0	0	0
696	1	697006	697007	10.1.2.2	10.1.1.1	6	1	0	0
697	1	698005	698010	10.1.2.2	10.1.1.1	6	5	0	0
698	1	699008	699013	10.1.2.2	10.1.1.1	6	5	0	0
699	1	700006	700011	10.1.2.2	10.1.1.1	6	5	0	0
700	1	701005	701010	10.1.2.2	10.1.1.1	6	5	0	0
701	1	702008	702013	10.1.2.2	10.1.1.1	6	5	0	0
702	1	703006	703011	10.1.2.2	10.1.1.1	6	5	0	0
703	1	704005	704010	10.1.2.2	10.1.1.1	6	5	0	0
704	1	705008	705008	10.1.2.2	10.1.1.1	6	0	0	0
705	1	706006	706007	10.1.2.2	10.1.1.1	6	1	0	0
706	1	707005	707010	10.1.2.2	10.1.1.1	6	5	0	0
707	1	708008	708013	10.1.2.2	10.1.1.1	6	5	0	0
708	1	709006	709011	10.1.2.2	10.1.1.1	6	5	0	0
709	1	710005	710010	10.1.2.2	10.1.1.1	6	5	0	0
710	1	711008	711013	10.1.2.2	10.1.1.1	6	5	0	0
711	1	712006	712011	10.1.2.2	10.1.1.1	6	5	0	0
712	1	713005	713010	10.1.2.2	10.1.1.1	6	5	0	0
713	1	714008	714018	10.1.2.2	10.1.3.1	6	10	0	0
714	1	715006	715007	10.1.2.2	10.1.1.1	6	1	0	0
715	1	716005	716010	10.1.2.2	10.1.1.1	6	5	0	0
716	1	717008	717013	10.1.2.2	10.1.1.1	6	5	0	0
717	1	718006	718011	10.1.2.2	10.1.1.1	6	5	0	0
718	1	719005	719010	10.1.2.2	10.1.1.1	6	5	0	0
719	1	720008	720013	10.1.2.2	10.1.1.1	6	5	0	0
720	1	721006	721011	10.1.2.2	10.1.1.1	6	5	0	0
721	1	722005	722010	10.1.2.2	10.1.1.1	6	5	0	0
722	1	723008	723008	10.1.2.2	10.1.1.1	6	0	0	0
723	1	724006	724011	10.1.2.2	10.1.1.1	6	5	0	0
724	1	725005	725010	10.1.2.2	10.1.1.1	6	5	0	0
725	1	726008	726013	10.1.2.2	10.1.1.1	6	5	0	0
726	1	727006	727011	10.1.2.2	10.1.1.1	6	5	0	0
727	1	728005	728010	10.1.2.2	10.1.1.1	6	5	0	0
728	1	729008	729013	10.1.2.2	10.1.1.1	6	5	0	0
729	1	730006	730011	10.1.2.2	10.1.1.1	6	5	0	0
730	1	731005	731010	10.1.2.2	10.1.1.1	6	5	0	0
731	1	732008	732008	10.1.2.2	10.1.1.1	6	0	0	0
732	1	733006	733011	10.1.2.2	10.1.1.1	6	5	0	0
733	1	734005	734010	10.1.2.2	10.1.1.1	6	5	0	0
734	1	735008	735013	10.1.2.2	10.1.1.1	6	5	0	0
735	1	736006	736011	10.1.2.2	10.1.1.1	6	5	0	0
736	1	737005	737010	10.1.2.2	10.1.1.1	6	5	0	0
737	1	738008	738013	10.1.2.2	10.1.1.1	6	5	0	0
738	1	739006	739011	10.1.2.2	10.1.1.1	6	5	0	0
739	1	740005	740010	10.1.2.2	10.1.1.1	6	5	0	0
740	1	741008	741008	10.1.2.2	10.1.1.1	6	0	0	0
741	1	742006	742011	10.1.2.2	10.1.1.1	6	5	0	0
742	1	743005	743010	10.1.2.2	10.1.1.1	6	5	0	0
743	1	744008	744013	10.1.2.2	10.1.1.1	6	5	0	0
744	1	745006	745011	10.1.2.2	10.1.1.1	6	5	0	0
745	1	746005	746010	10.1.2.2	10.1.1.1	6	5	0	0
746	1	747008	747013	10.1.2.2	10.1.1.1	6	5	0	0
747	1	748006	748011	10.1.2.2	10.1.1.1	6	5	0	0
748	1	749005	749010	10.1.2.2	10.1.1.1	6	5	0	0
749	1	750008	750013	10.1.2.2	10.1.1.1	6	5	0	0
750	1	751006	751011	10.1.2.2	10.1.1.1	6	5	0	0
751	1	752005	752010	10.1.2.2	10.1.1.1	6	5	0	0
752	1	753008	753013	10.1.2.2	10.1.1.1	6	5	0	0
753	1	754006	754011	10.1.2.2	10.1.1.1	6	5	0	0
754	1	755005	755010	10.1.2.2	10.1.1.1	6	5	0	0
755	1	756008	756013	10.1.2.2	10.1.1.1	6	5	0	0
756	1	757006	757011	10.1.2.2	10.1.1.1	6	5	0	0
757	1	758005	758014	10.1.2.2	10.1.1.1	6	9	0	0
758	1	759008	759013	10.1.2.2	10.1.1.1	6	5	0	0
759	1	760006	760011	10.1.2.2	10.1.1.1	6	5	0	0
760	1	761010	761015	10.1.2.2	10.1.1.1	6	5	0	0
761	1	762008	762018	10.1.2.2	10.1.1.1	6	10	0	0
762	1	763006	763011	10.1.2.2	10.1.1.1	6	5	0	0
763	1	764005	764010	10.1.2.2	10.1.1.1	6	5	0	0
764	1	765008	765013	10.1.2.2	10.1.1.1	6	5	0	0
765	1	766006	766011	10.1.2.2	10.1.1.1	6	5	0	0
766	1	767005	767010	10.1.2.2	10.1.1.1	6	5	0	0
767	1	768008	768013	10.1.2.2	10.1.1.1	6	5	0	0
768	1	769006	769011	10.1.2.2	10.1.1.1	6	5	0	0
769	1	770005	770010	10.1.2.2	10.1.1.1	6	5	0	0
770	1	771008	771013	10.1.2.2	10.1.1.1	6	5	0	0
771	1	772006	772011	10.1.2.2	10.1.1.1	6	5	0	0
772	1	773005	773014	10.1.2.2	10.1.5.1	6	9	0	0
773	1	774008	774013	10.1.2.2	10.1.1.1	6	5	0	0
774	1	775006	775011	10.1.2.2	10.1.1.1	6	5	0	0
775	1	776005	776010	10.1.2.2	10.1.1.1	6	5	0	0
776	1	777008	777013	10.1.2.2	10.1.1.1	6	5	0	0
777	1	778006	778011	10.1.2.2	10.1.1.1	6	5	0	0
778	1	779005	779010	10.1.2.2	10.1.1.1	6	5	0	0
779	1	780008	780013	10.1.2.2	10.1.1.1	6	5	0	0
780	1	781011	781016	10.1.2.2	10.1.1.1	6	5	0	0
781	1	782010	782014	10.1.2.2	10.1.1.1	6	4	0	0
782	1	783008	783013	10.1.2.2	10.1.1.1	6	5	0	0
783	1	784006	784011	10.1.2.2	10.1.1.1	6	5	0	0
784	1	785010	785014	10.1.2.2	10.1.1.1	6	4	0	0
785	1	786008	786013	10.1.2.2	10.1.1.1	6	5	0	0
786	1	787006	787016	10.1.2.2	10.1.1.1	6	10	0	0
787	1	788005	788014	10.1.2.2	10.1.1.1	6	9	0	0
788	1	789008	789013	10.1.2.2	10.1.1.1	6	5	0	0
789	1	790006	790011	10.1.2.2	10.1.1.1	6	5	0	0
790	1	791005	791010	10.1.2.2	10.1.1.1	6	5	0	0
791	1	792008	792013	10.1.2.2	10.1.1.1	6	5	0	0
792	1	793006	793011	10.1.2.2	10.1.1.1	6	5	0	0
793	1	794005	794010	10.1.2.2	10.1.1.1	6	5	0	0
794	1	795008	795013	10.1.2.2	10.1.1.1	6	5	0	0
795	1	796006	796011	10.1.2.2	10.1.1.1	6	5	0	0
796	1	797005	797010	10.1.2.2	10.1.1.1	6	5	0	0
797	1	798008	798013	10.1.2.2	10.1.1.1	6	5	0	0
798	1	799006	799011	10.1.2.2	10.1.1.1	6	5	0	0
799	1	800010	800014	10.1.2.2	10.1.1.1	6	4	0	0
800	1	801008	801013	10.1.2.2	10.1.1.1	6	5	0	0
801	1	802006	802011	10.1.2.2	10.1.1.1	6	5	0	0
802	1	803005	803010	10.1.2.2	10.1.1.1	6	5	0	0
803	1	804008	804013	10.1.2.2	10.1.1.1	6	5	0	0
804	1	805006	805011	10.1.2.2	10.1.1.1	6	5	0	0
805	1	806005	806010	10.1.2.2	10.1.1.1	6	5	0	0
806	1	807008	807013	10.1.2.2	10.1.1.1	6	5	0	0
807	1	808006	808011	10.1.2.2	10.1.1.1	6	5	0	0
809	1	810138	810152	10.1.2.2	10.1.1.1	6	14	0	0
810	1	811006	811011	10.1.2.2	10.1.1.1	6	5	0	0
811	1	812005	812010	10.1.2.2	10.1.1.1	6	5	0	0
812	1	813008	813013	10.1.2.2	10.1.1.1	6	5	0	0
813	1	814006	814011	10.1.2.2	10.1.1.1	6	5	0	0
814	1	815010	815014	10.1.2.2	10.1.1.1	6	4	0	0
815	1	816008	816013	10.1.2.2	10.1.1.1	6	5	0	0
816	1	817006	817011	10.1.2.2	10.1.1.1	6	5	0	0
817	1	818014	818019	10.1.2.2	10.1.1.1	6	5	0	0
863	1	864181	864200	10.1.2.2	10.1.1.1	6	19	0	0
864	1	865006	865011	10.1.2.2	10.1.1.1	6	5	0	0
865	1	866005	866010	10.1.2.2	10.1.1.1	6	5	0	0
866	1	867008	867008	10.1.2.2	10.1.1.1	6	0	0	0
867	1	868006	868011	10.1.2.2	10.1.1.1	6	5	0	0
868	1	869005	869014	10.1.2.2	10.1.5.1	6	9	0	0
869	1	870008	870013	10.1.2.2	10.1.1.1	6	5	0	0
870	1	871006	871007	10.1.2.2	10.1.1.1	6	1	0	0
871	1	872005	872010	10.1.2.2	10.1.1.1	6	5	0	0
876	1	877006	877011	10.1.2.2	10.1.1.1	6	5	0	0
879	1	880107	880122	10.1.2.2	10.1.1.1	6	15	0	0
880	1	881005	881010	10.1.2.2	10.1.1.1	6	5	0	0
881	1	882008	882013	10.1.2.2	10.1.1.1	6	5	0	0
882	1	883006	883011	10.1.2.2	10.1.1.1	6	5	0	0
883	1	884005	884010	10.1.2.2	10.1.1.1	6	5	0	0
884	1	885008	885013	10.1.2.2	10.1.1.1	6	5	0	0
897	1	898150	898165	10.1.2.2	10.1.1.1	6	15	0	0
898	1	899005	899010	10.1.2.2	10.1.1.1	6	5	0	0
899	1	900008	900013	10.1.2.2	10.1.1.1	6	5	0	0
900	1	901006	901011	10.1.2.2	10.1.1.1	6	5	0	0
901	1	902005	902010	10.1.2.2	10.1.1.1	6	5	0	0
902	1	903008	903013	10.1.2.2	10.1.1.1	6	5	0	0
903	1	904006	904011	10.1.2.2	10.1.1.1	6	5	0	0
904	1	905005	905010	10.1.2.2	10.1.1.1	6	5	0	0
905	1	906008	906013	10.1.2.2	10.1.1.1	6	5	0	0
906	1	907006	907011	10.1.2.2	10.1.1.1	6	5	0	0
907	1	908005	908010	10.1.2.2	10.1.1.1	6	5	0	0
1018	1	1019466	1019543	10.1.2.2	10.1.1.1	6	77	0	0
1019	1	1020008	1020013	10.1.2.2	10.1.1.1	6	5	0	0
1020	1	1021006	1021011	10.1.2.2	10.1.1.1	6	5	0	0
1021	1	1022005	1022010	10.1.2.2	10.1.1.1	6	5	0	0
1022	1	1023008	1023013	10.1.2.2	10.1.1.1	6	5	0	0
1023	1	1024006	1024011	10.1.2.2	10.1.1.1	6	5	0	0
1024	1	1025005	1025010	10.1.2.2	10.1.1.1	6	5	0	0
1025	0	1026004	1026005	10.1.1.2	10.1.1.1	6	1	0	0
1032	0	1033377	1033487	10.1.1.2	10.1.1.1	6	110	0	0
1033	0	1034004	1034005	10.1.1.2	10.1.1.1	6	1	0	0
1034	0	1035005	1035005	10.1.1.2	10.1.1.1	6	0	0	0
1035	1	1036006	1036011	10.1.2.2	10.1.1.1	6	5	0	0
1036	1	1037005	1037010	10.1.2.2	10.1.1.1	6	5	0	0
1037	1	1038008	1038013	10.1.2.2	10.1.1.1	6	5	0	0
1038	1	1039006	1039011	10.1.2.2	10.1.1.1	6	5	0	0
1039	1	1040005	1040010	10.1.2.2	10.1.1.1	6	5	0	0
1040	0	1041004	1041005	10.1.1.2	10.1.1.1	6	1	0	0
1041	0	1042004	1042004	10.1.1.2	10.1.1.1	6	0	0	0
1042	0	1043004	1043004	10.1.1.2	10.1.1.1	6	0	0	0
1043	0	1044004	1044004	10.1.1.2	10.1.1.1	6	0	0	0
1044	0	1045004	1045013	10.1.1.2	10.1.3.1	6	9	0	0
1045	1	1046005	1046010	10.1.2.2	10.1.1.1	6	5	0	0
1046	1	1047008	1047013	10.1.2.2	10.1.1.1	6	5	0	0
1047	1	1048006	1048011	10.1.2.2	10.1.1.1	6	5	0	0
1048	1	1049005	1049010	10.1.2.2	10.1.1.1	6	5	0	0
1049	1	1050008	1050013	10.1.2.2	10.1.1.1	6	5	0	0
1050	1	1051006	1051011	10.1.2.2	10.1.1.1	6	5	0	0
1051	1	1052005	1052010	10.1.2.2	10.1.1.1	6	5	0	0
1052	1	1053008	1053013	10.1.2.2	10.1.1.1	6	5	0	0
1053	1	1054006	1054011	10.1.2.2	10.1.1.1	6	5	0	0
1054	1	1055005	1055014	10.1.2.2	10.1.3.1	6	9	0	0
1055	1	1056008	1056013	10.1.2.2	10.1.1.1	6	5	0	0
1056	1	1057006	1057011	10.1.2.2	10.1.1.1	6	5	0	0
1057	1	1058005	1058010	10.1.2.2	10.1.1.1	6	5	0	0
1058	1	1059008	1059008	10.1.2.2	10.1.1.1	6	0	0	0
1059	1	1060006	1060011	10.1.2.2	10.1.1.1	6	5	0	0
1060	1	1061005	1061010	10.1.2.2	10.1.1.1	6	5	0	0
1061	1	1062008	1062013	10.1.2.2	10.1.1.1	6	5	0	0
1062	1	1063006	1063011	10.1.2.2	10.1.1.1	6	5	0	0
1063	1	1064005	1064010	10.1.2.2	10.1.1.1	6	5	0	0
1064	1	1065008	1065013	10.1.2.2	10.1.1.1	6	5	0	0
1065	1	1066006	1066011	10.1.2.2	10.1.1.1	6	5	0	0
1066	1	1067005	1067010	10.1.2.2	10.1.1.1	6	5	0	0
1067	1	1068008	1068008	10.1.2.2	10.1.1.1	6	0	0	0
1068	1	1069006	1069011	10.1.2.2	10.1.1.1	6	5	0	0
1069	1	1070005	1070010	10.1.2.2	10.1.1.1	6	5	0	0
1070	0	1071004	1071004	10.1.1.2	10.1.1.1	6	0	0	0
1071	0	1072004	1072004	10.1.1.2	10.1.1.1	6	0	0	0
1072	0	1073004	1073005	10.1.1.2	10.1.1.1	6	1	0	0
1073	0	1074004	1074004	10.1.1.2	10.1.1.1	6	0	0	0
1074	0	1075005	1075005	10.1.1.2	10.1.1.1	6	0	0	0
1075	1	1076005	1076010	10.1.2.2	10.1.1.1	6	5	0	0
1076	1	1077008	1077018	10.1.2.2	10.1.5.1	6	10	0	0
1077	1	1078006	1078011	10.1.2.2	10.1.1.1	6	5	0	0
1078	1	1079005	1079010	10.1.2.2	10.1.1.1	6	5	0	0
1079	1	1080008	1080008	10.1.2.2	10.1.1.1	6	0	0	0
1080	0	1081004	1081005	10.1.1.2	10.1.1.1	6	1	0	0
1081	0	1082004	1082005	10.1.1.2	10.1.1.1	6	1	0	0
1082	0	1083004	1083004	10.1.1.2	10.1.1.1	6	0	0	0
1083	0	1084004	1084004	10.1.1.2	10.1.1.1	6	0	0	0
1084	0	1085005	1085006	10.1.1.2	10.1.1.1	6	1	0	0
1085	1	1086008	1086013	10.1.2.2	10.1.1.1	6	5	0	0
1097	1	1098047	1098047	10.1.2.2	10.1.1.1	6	0	0	0
1098	1	1099006	1099011	10.1.2.2	10.1.1.1	6	5	0	0
1099	1	1100005	1100010	10.1.2.2	10.1.1.1	6	5	0	0
1100	0	1101004	1101004	10.1.1.2	10.1.1.1	6	0	0	0
1106	0	1107499	1107764	10.1.1.2	10.1.1.1	6	265	0	0
1107	0	1108004	1108005	10.1.1.2	10.1.1.1	6	1	0	0
1108	0	1109005	1109005	10.1.1.2	10.1.1.1	6	0	0	0
1109	0	1110004	1110005	10.1.1.2	10.1.1.1	6	1	0	0
1110	0	1111004	1111004	10.1.1.2	10.1.1.1	6	0	0	0
1111	0	1112004	1112005	10.1.1.2	10.1.1.1	6	1	0	0
1112	0	1113004	1113005	10.1.1.2	10.1.1.1	6	1	0	0
1113	0	1114004	1114004	10.1.1.2	10.1.1.1	6	0	0	0
1114	0	1115005	1115014	10.1.1.2	10.1.5.1	6	9	0	0
1115	0	1116004	1116004	10.1.1.2	10.1.1.1	6	0	0	0
1116	0	1117005	1117006	10.1.1.2	10.1.1.1	6	1	0	0
1117	0	1118004	1118005	10.1.1.2	10.1.1.1	6	1	0	0
1118	0	1119004	1119013	10.1.1.2	10.1.5.1	6	9	0	0
1119	0	1120005	1120005	10.1.1.2	10.1.1.1	6	0	0	0
1120	0	1121004	1121005	10.1.1.2	10.1.1.1	6	1	0	0
1121	0	1122005	1122005	10.1.1.2	10.1.1.1	6	0	0	0
1122	0	1123004	1123004	10.1.1.2	10.1.1.1	6	0	0	0
1123	0	1124004	1124004	10.1.1.2	10.1.1.1	6	0	0	0
1124	0	1125005	1125006	10.1.1.2	10.1.1.1	6	1	0	0
1125	1	1126006	1126016	10.1.2.2	10.1.5.1	6	10	0	0
1126	1	1127005	1127010	10.1.2.2	10.1.1.1	6	5	0	0
1127	1	1128008	1128013	10.1.2.2	10.1.1.1	6	5	0	0
1128	1	1129006	1129011	10.1.2.2	10.1.1.1	6	5	0	0
1129	1	1130005	1130010	10.1.2.2	10.1.1.1	6	5	0	0
1130	0	1131004	1131013	10.1.1.2	10.1.5.1	6	9	0	0
1131	0	1132004	1132004	10.1.1.2	10.1.1.1	6	0	0	0
1132	0	1133004	1133004	10.1.1.2	10.1.1.1	6	0	0	0
1133	0	1134004	1134004	10.1.1.2	10.1.1.1	6	0	0	0
1134	0	1135005	1135006	10.1.1.2	10.1.1.1	6	1	0	0
1135	0	1136004	1136004	10.1.1.2	10.1.1.1	6	0	0	0
1136	0	1137004	1137004	10.1.1.2	10.1.1.1	6	0	0	0
1137	0	1138004	1138004	10.1.1.2	10.1.1.1	6	0	0	0
1138	0	1139004	1139005	10.1.1.2	10.1.1.1	6	1	0	0
1139	0	1140007	1140014	10.1.1.2	10.1.1.1	6	7	0	0
1150	1	1151490	1151999	10.1.2.2	10.1.3.1	6	509	0	0
1158	1	1159021	1159026	10.1.2.2	10.1.1.1	6	5	0	0
1159	1	1160005	1160010	10.1.2.2	10.1.1.1	6	5	0	0
1160	0	1161004	1161005	10.1.1.2	10.1.1.1	6	1	0	0
1161	0	1162004	1162005	10.1.1.2	10.1.1.1	6	1	0	0
1162	0	1163004	1163004	10.1.1.2	10.1.1.1	6	0	0	0
1163	0	1164004	1164004	10.1.1.2	10.1.1.1	6	0	0	0
1164	0	1165006	1165006	10.1.1.2	10.1.1.1	6	0	0	0
1165	1	1166005	1166010	10.1.2.2	10.1.1.1	6	5	0	0
1166	1	1167008	1167008	10.1.2.2	10.1.1.1	6	0	0	0
1167	1	1168007	1168011	10.1.2.2	10.1.1.1	6	4	0	0
1168	1	1169005	1169010	10.1.2.2	10.1.1.1	6	5	0	0
1169	1	1170008	1170008	10.1.2.2	10.1.1.1	6	0	0	0
1170	0	1171004	1171005	10.1.1.2	10.1.1.1	6	1	0	0
1171	0	1172004	1172004	10.1.1.2	10.1.1.1	6	0	0	0
1172	0	1173004	1173005	10.1.1.2	10.1.1.1	6	1	0	0
1173	0	1174004	1174012	10.1.1.2	10.1.5.1	6	8	0	0
1174	0	1175004	1175005	10.1.1.2	10.1.1.1	6	1	0	0
1175	1	1176008	1176008	10.1.2.2	10.1.1.1	6	0	0	0
1176	1	1177006	1177011	10.1.2.2	10.1.1.1	6	5	0	0
1177	1	1178005	1178010	10.1.2.2	10.1.1.1	6	5	0	0
1178	1	1179008	1179008	10.1.2.2	10.1.1.1	6	0	0	0
1179	1	1180006	1180011	10.1.2.2	10.1.1.1	6	5	0	0
1180	1	1181005	1181010	10.1.2.2	10.1.1.1	6	5	0	0
1181	1	1182008	1182008	10.1.2.2	10.1.1.1	6	0	0	0
1182	1	1183006	1183011	10.1.2.2	10.1.1.1	6	5	0	0
1183	1	1184005	1184010	10.1.2.2	10.1.1.1	6	5	0	0
1184	1	1185008	1185013	10.1.2.2	10.1.1.1	6	5	0	0
1185	0	1186004	1186004	10.1.1.2	10.1.1.1	6	0	0	0
1186	0	1187004	1187004	10.1.1.2	10.1.1.1	6	0	0	0
1187	0	1188004	1188004	10.1.1.2	10.1.1.1	6	0	0	0
1188	0	1189004	1189004	10.1.1.2	10.1.1.1	6	0	0	0
1189	0	1190005	1190005	10.1.1.2	10.1.1.1	6	0	0	0
1193	0	1194004	1194004	10.1.1.2	10.1.1.1	6	0	0	0
1194	0	1195005	1195005	10.1.1.2	10.1.1.1	6	0	0	0
1195	0	1196004	1196004	10.1.1.2	10.1.1.1	6	0	0	0
1196	0	1197004	1197004	10.1.1.2	10.1.1.1	6	0	0	0
1197	0	1198004	1198004	10.1.1.2	10.1.1.1	6	0	0	0
1198	0	1199004	1199004	10.1.1.2	10.1.1.1	6	0	0	0
1199	0	1200005	1200005	10.1.1.2	10.1.1.1	6	0	0	0
1200	1	1201006	1201011	10.1.2.2	10.1.1.1	6	5	0	0
1201	1	1202005	1202010	10.1.2.2	10.1.1.1	6	5	0	0
1202	1	1203008	1203013	10.1.2.2	10.1.1.1	6	5	0	0
1203	1	1204006	1204011	10.1.2.2	10.1.1.1	6	5	0	0
1204	1	1205005	1205010	10.1.2.2	10.1.1.1	6	5	0	0
1205	0	1206004	1206004	10.1.1.2	10.1.1.1	6	0	0	0
1206	0	1207004	1207004	10.1.1.2	10.1.1.1	6	0	0	0
1207	0	1208004	1208004	10.1.1.2	10.1.1.1	6	0	0	0
1208	0	1209436	1209483	10.1.1.2	10.1.1.1	6	47	0	0
1209	0	1210004	1210005	10.1.1.2	10.1.1.1	6	1	0	0
1213	0	1214300	1214361	10.1.1.2	10.1.3.1	6	61	0	0
1214	0	1215004	1215004	10.1.1.2	10.1.1.1	6	0	0	0
1215	1	1216006	1216011	10.1.2.2	10.1.1.1	6	5	0	0
1216	1	1217005	1217010	10.1.2.2	10.1.1.1	6	5	0	0
1217	1	1218008	1218013	10.1.2.2	10.1.1.1	6	5	0	0
1218	1	1219006	1219011	10.1.2.2	10.1.1.1	6	5	0	0
1219	1	1220005	1220010	10.1.2.2	10.1.1.1	6	5	0	0
1220	0	1221004	1221005	10.1.1.2	10.1.1.1	6	1	0	0
1221	0	1222004	1222005	10.1.1.2	10.1.1.1	6	1	0	0
1222	0	1223004	1223005	10.1.1.2	10.1.1.1	6	1	0	0
1223	0	1224004	1224004	10.1.1.2	10.1.1.1	6	0	0	0
1224	0	1225004	1225013	10.1.1.2	10.1.3.1	6	9	0	0
1225	1	1226005	1226010	10.1.2.2	10.1.1.1	6	5	0	0
1226	1	1227008	1227013	10.1.2.2	10.1.1.1	6	5	0	0
1227	1	1228006	1228011	10.1.2.2	10.1.1.1	6	5	0	0
1228	1	1229005	1229010	10.1.2.2	10.1.1.1	6	5	0	0
1229	1	1230008	1230013	10.1.2.2	10.1.1.1	6	5	0	0
1230	1	1231006	1231011	10.1.2.2	10.1.1.1	6	5	0	0
1231	1	1232005	1232010	10.1.2.2	10.1.1.1	6	5	0	0
1232	1	1233008	1233013	10.1.2.2	10.1.1.1	6	5	0	0
1233	1	1234006	1234011	10.1.2.2	10.1.1.1	6	5	0	0
1234	1	1235005	1235010	10.1.2.2	10.1.1.1	6	5	0	0
1235	0	1236004	1236004	10.1.1.2	10.1.1.1	6	0	0	0
1236	0	1237004	1237004	10.1.1.2	10.1.1.1	6	0	0	0
