TaskNo.	Using Tdma	SendTime	ReceiveTime	SourceIP	OffLoadingIP	Length	Rtt	isLoad	exceed
623	0	624004	624012	10.1.1.2	10.1.3.1	6	8	0	0
624	0	625004	625013	10.1.1.2	10.1.5.1	6	9	0	0
625	0	626004	626012	10.1.1.2	10.1.3.1	6	8	0	0
626	0	627004	627004	10.1.1.2	10.1.1.1	6	0	0	0
627	0	628004	628012	10.1.1.2	10.1.5.1	6	8	0	0
628	0	629004	629013	10.1.1.2	10.1.5.1	6	9	0	0
629	0	630004	630013	10.1.1.2	10.1.3.1	6	9	0	0
630	0	631004	631012	10.1.1.2	10.1.5.1	6	8	0	0
631	0	632004	632012	10.1.1.2	10.1.5.1	6	8	0	0
632	0	633005	633014	10.1.1.2	10.1.3.1	6	9	0	0
633	0	634004	634012	10.1.1.2	10.1.5.1	6	8	0	0
634	0	635004	635005	10.1.1.2	10.1.1.1	6	1	0	0
635	0	636004	636012	10.1.1.2	10.1.3.1	6	8	0	0
636	0	637004	637012	10.1.1.2	10.1.3.1	6	8	0	0
637	0	638004	638014	10.1.1.2	10.1.5.1	6	10	0	0
638	0	639004	639012	10.1.1.2	10.1.5.1	6	8	0	0
639	0	640004	640005	10.1.1.2	10.1.1.1	6	1	0	0
640	0	641004	641012	10.1.1.2	10.1.3.1	6	8	0	0
641	0	642004	642004	10.1.1.2	10.1.1.1	6	0	0	0
642	0	643004	643004	10.1.1.2	10.1.1.1	6	0	0	0
643	0	644004	644013	10.1.1.2	10.1.5.1	6	9	0	0
644	0	645005	645013	10.1.1.2	10.1.3.1	6	8	0	0
645	0	646004	646004	10.1.1.2	10.1.1.1	6	0	0	0
646	0	647004	647013	10.1.1.2	10.1.5.1	6	9	0	0
647	0	648004	648012	10.1.1.2	10.1.3.1	6	8	0	0
648	0	649004	649012	10.1.1.2	10.1.3.1	6	8	0	0
649	0	650004	650005	10.1.1.2	10.1.1.1	6	1	0	0
650	0	651004	651013	10.1.1.2	10.1.5.1	6	9	0	0
651	0	652004	652012	10.1.1.2	10.1.3.1	6	8	0	0
652	0	653004	653012	10.1.1.2	10.1.5.1	6	8	0	0
653	0	654004	654012	10.1.1.2	10.1.5.1	6	8	0	0
654	0	655005	655013	10.1.1.2	10.1.3.1	6	8	0	0
655	0	656004	656013	10.1.1.2	10.1.5.1	6	9	0	0
656	0	657004	657004	10.1.1.2	10.1.1.1	6	0	0	0
657	0	658004	658012	10.1.1.2	10.1.3.1	6	8	0	0
658	0	659004	659012	10.1.1.2	10.1.5.1	6	8	0	0
659	0	660009	660022	10.1.1.2	10.1.3.1	6	13	0	0
660	0	661006	661018	10.1.1.2	10.1.3.1	6	12	0	0
661	0	662008	662017	10.1.1.2	10.1.3.1	6	9	0	0
662	0	663010	663020	10.1.1.2	10.1.5.1	6	10	0	0
663	0	664005	664005	10.1.1.2	10.1.1.1	6	0	0	0
664	0	665005	665006	10.1.1.2	10.1.1.1	6	1	0	0
665	0	666006	666015	10.1.1.2	10.1.3.1	6	9	0	0
666	0	667004	667012	10.1.1.2	10.1.5.1	6	8	0	0
667	0	668004	668004	10.1.1.2	10.1.1.1	6	0	0	0
668	0	669004	669013	10.1.1.2	10.1.5.1	6	9	0	0
669	0	670004	670013	10.1.1.2	10.1.3.1	6	9	0	0
670	0	671004	671012	10.1.1.2	10.1.3.1	6	8	0	0
671	0	672004	672004	10.1.1.2	10.1.1.1	6	0	0	0
672	0	673004	673004	10.1.1.2	10.1.1.1	6	0	0	0
673	0	674004	674013	10.1.1.2	10.1.3.1	6	9	0	0
674	0	675004	675005	10.1.1.2	10.1.1.1	6	1	0	0
675	0	676004	676012	10.1.1.2	10.1.3.1	6	8	0	0
676	0	677004	677004	10.1.1.2	10.1.1.1	6	0	0	0
677	0	678004	678013	10.1.1.2	10.1.5.1	6	9	0	0
678	0	679004	679012	10.1.1.2	10.1.5.1	6	8	0	0
679	0	680005	680013	10.1.1.2	10.1.3.1	6	8	0	0
680	0	681004	681012	10.1.1.2	10.1.3.1	6	8	0	0
681	0	682004	682004	10.1.1.2	10.1.1.1	6	0	0	0
682	0	683004	683013	10.1.1.2	10.1.3.1	6	9	0	0
683	0	684004	684004	10.1.1.2	10.1.1.1	6	0	0	0
684	0	685004	685013	10.1.1.2	10.1.3.1	6	9	0	0
685	0	686004	686012	10.1.1.2	10.1.5.1	6	8	0	0
686	0	687004	687013	10.1.1.2	10.1.5.1	6	9	0	0
687	0	688004	688012	10.1.1.2	10.1.3.1	6	8	0	0
688	0	689004	689012	10.1.1.2	10.1.5.1	6	8	0	0
689	0	690005	690005	10.1.1.2	10.1.1.1	6	0	0	0
690	0	691004	691012	10.1.1.2	10.1.3.1	6	8	0	0
691	0	692004	692013	10.1.1.2	10.1.5.1	6	9	0	0
692	0	693004	693012	10.1.1.2	10.1.3.1	6	8	0	0
693	0	694004	694004	10.1.1.2	10.1.1.1	6	0	0	0
694	0	695004	695013	10.1.1.2	10.1.5.1	6	9	0	0
695	0	696004	696013	10.1.1.2	10.1.5.1	6	9	0	0
696	0	697004	697004	10.1.1.2	10.1.1.1	6	0	0	0
697	0	698004	698012	10.1.1.2	10.1.5.1	6	8	0	0
698	0	699004	699004	10.1.1.2	10.1.1.1	6	0	0	0
699	0	700004	700013	10.1.1.2	10.1.3.1	6	9	0	0
700	0	701004	701013	10.1.1.2	10.1.3.1	6	9	0	0
701	0	702004	702004	10.1.1.2	10.1.1.1	6	0	0	0
702	0	703004	703012	10.1.1.2	10.1.3.1	6	8	0	0
703	0	704004	704012	10.1.1.2	10.1.3.1	6	8	0	0
704	0	705004	705013	10.1.1.2	10.1.3.1	6	9	0	0
705	0	706004	706004	10.1.1.2	10.1.1.1	6	0	0	0
706	0	707004	707013	10.1.1.2	10.1.3.1	6	9	0	0
707	0	708004	708012	10.1.1.2	10.1.3.1	6	8	0	0
708	0	709004	709004	10.1.1.2	10.1.1.1	6	0	0	0
709	0	710004	710013	10.1.1.2	10.1.3.1	6	9	0	0
710	0	711004	711012	10.1.1.2	10.1.3.1	6	8	0	0
711	0	712004	712012	10.1.1.2	10.1.5.1	6	8	0	0
712	0	713004	713012	10.1.1.2	10.1.3.1	6	8	0	0
713	0	714004	714013	10.1.1.2	10.1.5.1	6	9	0	0
714	0	715004	715005	10.1.1.2	10.1.1.1	6	1	0	0
715	0	716004	716013	10.1.1.2	10.1.3.1	6	9	0	0
716	0	717004	717012	10.1.1.2	10.1.5.1	6	8	0	0
717	0	718004	718013	10.1.1.2	10.1.5.1	6	9	0	0
718	0	719004	719004	10.1.1.2	10.1.1.1	6	0	0	0
719	0	720004	720013	10.1.1.2	10.1.5.1	6	9	0	0
720	0	721004	721012	10.1.1.2	10.1.3.1	6	8	0	0
721	0	722004	722012	10.1.1.2	10.1.5.1	6	8	0	0
722	0	723004	723013	10.1.1.2	10.1.5.1	6	9	0	0
723	0	724004	724012	10.1.1.2	10.1.3.1	6	8	0	0
724	0	725004	725005	10.1.1.2	10.1.1.1	6	1	0	0
725	0	726004	726012	10.1.1.2	10.1.3.1	6	8	0	0
726	0	727004	727013	10.1.1.2	10.1.3.1	6	9	0	0
727	0	728004	728013	10.1.1.2	10.1.3.1	6	9	0	0
728	0	729004	729004	10.1.1.2	10.1.1.1	6	0	0	0
729	0	730004	730005	10.1.1.2	10.1.1.1	6	1	0	0
730	0	731004	731004	10.1.1.2	10.1.1.1	6	0	0	0
731	0	732004	732013	10.1.1.2	10.1.3.1	6	9	0	0
732	0	733004	733005	10.1.1.2	10.1.1.1	6	1	0	0
733	0	734004	734013	10.1.1.2	10.1.3.1	6	9	0	0
734	0	735004	735004	10.1.1.2	10.1.1.1	6	0	0	0
735	0	736004	736004	10.1.1.2	10.1.1.1	6	0	0	0
736	0	737004	737013	10.1.1.2	10.1.5.1	6	9	0	0
737	0	738004	738013	10.1.1.2	10.1.5.1	6	9	0	0
738	0	739004	739004	10.1.1.2	10.1.1.1	6	0	0	0
739	0	740004	740013	10.1.1.2	10.1.5.1	6	9	0	0
740	0	741004	741005	10.1.1.2	10.1.1.1	6	1	0	0
741	0	742004	742004	10.1.1.2	10.1.1.1	6	0	0	0
742	0	743004	743005	10.1.1.2	10.1.1.1	6	1	0	0
743	0	744004	744012	10.1.1.2	10.1.3.1	6	8	0	0
744	0	745005	745014	10.1.1.2	10.1.5.1	6	9	0	0
745	0	746015	746024	10.1.1.2	10.1.5.1	6	9	0	0
746	0	747004	747012	10.1.1.2	10.1.5.1	6	8	0	0
747	0	748004	748004	10.1.1.2	10.1.1.1	6	0	0	0
748	0	749013	749013	10.1.1.2	10.1.1.1	6	0	0	0
749	0	750005	750013	10.1.1.2	10.1.3.1	6	8	0	0
750	0	751004	751012	10.1.1.2	10.1.3.1	6	8	0	0
751	0	752004	752013	10.1.1.2	10.1.5.1	6	9	0	0
752	0	753004	753004	10.1.1.2	10.1.1.1	6	0	0	0
753	0	754007	754016	10.1.1.2	10.1.5.1	6	9	0	0
754	0	755004	755013	10.1.1.2	10.1.3.1	6	9	0	0
755	0	756005	756014	10.1.1.2	10.1.3.1	6	9	0	0
756	0	757005	757014	10.1.1.2	10.1.3.1	6	9	0	0
757	0	758006	758006	10.1.1.2	10.1.1.1	6	0	0	0
758	0	759004	759014	10.1.1.2	10.1.5.1	6	10	0	0
759	0	760005	760014	10.1.1.2	10.1.3.1	6	9	0	0
760	0	761082	761150	10.1.1.2	10.1.3.1	6	68	0	0
761	0	762006	762014	10.1.1.2	10.1.3.1	6	8	0	0
762	0	763004	763014	10.1.1.2	10.1.5.1	6	10	0	0
763	0	764004	764025	10.1.1.2	10.1.3.1	6	21	0	0
764	0	765004	765004	10.1.1.2	10.1.1.1	6	0	0	0
765	0	766006	766014	10.1.1.2	10.1.1.1	6	8	0	0
766	0	767005	767013	10.1.1.2	10.1.3.1	6	8	0	0
767	0	768004	768014	10.1.1.2	10.1.5.1	6	10	0	0
768	0	769005	769019	10.1.1.2	10.1.5.1	6	14	0	0
769	0	770005	770014	10.1.1.2	10.1.3.1	6	9	0	0
770	0	771012	771015	10.1.1.2	10.1.1.1	6	3	0	0
771	0	772004	772012	10.1.1.2	10.1.5.1	6	8	0	0
772	0	773004	773020	10.1.1.2	10.1.3.1	6	16	0	0
773	0	774009	774017	10.1.1.2	10.1.5.1	6	8	0	0
774	0	775012	775021	10.1.1.2	10.1.3.1	6	9	0	0
775	0	776005	776014	10.1.1.2	10.1.3.1	6	9	0	0
776	0	777004	777012	10.1.1.2	10.1.3.1	6	8	0	0
777	0	778004	778013	10.1.1.2	10.1.5.1	6	9	0	0
778	0	779004	779021	10.1.1.2	10.1.3.1	6	17	0	0
779	0	780004	780014	10.1.1.2	10.1.3.1	6	10	0	0
780	0	781011	781013	10.1.1.2	10.1.1.1	6	2	0	0
781	0	782005	782027	10.1.1.2	10.1.3.1	6	22	0	0
782	0	783012	783021	10.1.1.2	10.1.3.1	6	9	0	0
783	0	784004	784004	10.1.1.2	10.1.1.1	6	0	0	0
784	0	785005	785013	10.1.1.2	10.1.5.1	6	8	0	0
785	0	786007	786008	10.1.1.2	10.1.1.1	6	1	0	0
786	0	787006	787015	10.1.1.2	10.1.3.1	6	9	0	0
787	0	788005	788014	10.1.1.2	10.1.5.1	6	9	0	0
788	0	789008	789010	10.1.1.2	10.1.1.1	6	2	0	0
789	0	790006	790014	10.1.1.2	10.1.5.1	6	8	0	0
790	0	791018	791020	10.1.1.2	10.1.1.1	6	2	0	0
791	0	792004	792020	10.1.1.2	10.1.3.1	6	16	0	0
792	0	793028	793037	10.1.1.2	10.1.5.1	6	9	0	0
793	0	794004	794013	10.1.1.2	10.1.5.1	6	9	0	0
794	0	795004	795013	10.1.1.2	10.1.5.1	6	9	0	0
795	0	796004	796014	10.1.1.2	10.1.5.1	6	10	0	0
796	0	797006	797007	10.1.1.2	10.1.1.1	6	1	0	0
797	0	798008	798010	10.1.1.2	10.1.1.1	6	2	0	0
798	0	799004	799005	10.1.1.2	10.1.1.1	6	1	0	0
799	0	800015	800017	10.1.1.2	10.1.1.1	6	2	0	0
800	0	801004	801013	10.1.1.2	10.1.5.1	6	9	0	0
801	0	802006	802006	10.1.1.2	10.1.1.1	6	0	0	0
802	0	803007	803008	10.1.1.2	10.1.1.1	6	1	0	0
803	0	804019	804027	10.1.1.2	10.1.5.1	6	8	0	0
804	0	805007	805008	10.1.1.2	10.1.1.1	6	1	0	0
805	0	806007	806007	10.1.1.2	10.1.1.1	6	0	0	0
806	0	807006	807007	10.1.1.2	10.1.1.1	6	1	0	0
809	0	810260	810299	10.1.1.2	10.1.5.1	6	39	0	0
810	0	811015	811024	10.1.1.2	10.1.5.1	6	9	0	0
811	0	812004	812015	10.1.1.2	10.1.3.1	6	11	0	0
812	0	813004	813013	10.1.1.2	10.1.5.1	6	9	0	0
813	0	814011	814020	10.1.1.2	10.1.5.1	6	9	0	0
814	0	815008	815019	10.1.1.2	10.1.3.1	6	11	0	0
815	0	816018	816027	10.1.1.2	10.1.5.1	6	9	0	0
816	0	817015	817016	10.1.1.2	10.1.1.1	6	1	0	0
817	0	818014	818022	10.1.1.2	10.1.3.1	6	8	0	0
863	0	864459	864507	10.1.1.2	10.1.3.1	6	48	0	0
864	0	865004	865005	10.1.1.2	10.1.1.1	6	1	0	0
865	0	866004	866012	10.1.1.2	10.1.5.1	6	8	0	0
866	0	867004	867013	10.1.1.2	10.1.5.1	6	9	0	0
867	0	868004	868013	10.1.1.2	10.1.5.1	6	9	0	0
868	0	869004	869013	10.1.1.2	10.1.3.1	6	9	0	0
869	0	870005	870014	10.1.1.2	10.1.5.1	6	9	0	0
870	0	871004	871012	10.1.1.2	10.1.5.1	6	8	0	0
871	0	872004	872014	10.1.1.2	10.1.3.1	6	10	0	0
876	0	877095	877113	10.1.1.2	10.1.1.1	6	18	0	0
879	0	880369	880416	10.1.1.2	10.1.3.1	6	47	0	0
880	0	881004	881005	10.1.1.2	10.1.1.1	6	1	0	0
881	0	882009	882018	10.1.1.2	10.1.5.1	6	9	0	0
882	0	883004	883004	10.1.1.2	10.1.1.1	6	0	0	0
883	0	884004	884004	10.1.1.2	10.1.1.1	6	0	0	0
884	0	885005	885013	10.1.1.2	10.1.5.1	6	8	0	0
897	0	898233	898250	10.1.1.2	10.1.1.1	6	17	0	0
898	0	899004	899015	10.1.1.2	10.1.3.1	6	11	0	0
899	0	900004	900005	10.1.1.2	10.1.1.1	6	1	0	0
900	0	901004	901013	10.1.1.2	10.1.5.1	6	9	0	0
901	0	902004	902013	10.1.1.2	10.1.5.1	6	9	0	0
902	0	903004	903013	10.1.1.2	10.1.5.1	6	9	0	0
903	0	904004	904006	10.1.1.2	10.1.1.1	6	2	0	0
904	0	905005	905014	10.1.1.2	10.1.3.1	6	9	0	0
905	0	906005	906013	10.1.1.2	10.1.3.1	6	8	0	0
906	0	907004	907004	10.1.1.2	10.1.1.1	6	0	0	0
907	0	908004	908004	10.1.1.2	10.1.1.1	6	0	0	0
930	0	931109	931119	10.1.1.2	10.1.5.1	6	10	0	0
931	0	932004	932014	10.1.1.2	10.1.5.1	6	10	0	0
932	0	933005	933014	10.1.1.2	10.1.5.1	6	9	0	0
933	0	934004	934013	10.1.1.2	10.1.5.1	6	9	0	0
934	0	935004	935013	10.1.1.2	10.1.3.1	6	9	0	0
935	0	936004	936004	10.1.1.2	10.1.1.1	6	0	0	0
982	0	983478	983571	10.1.1.2	10.1.1.1	6	93	0	0
983	0	984004	984004	10.1.1.2	10.1.1.1	6	0	0	0
984	0	985006	985006	10.1.1.2	10.1.1.1	6	0	0	0
985	0	986004	986005	10.1.1.2	10.1.1.1	6	1	0	0
986	0	987004	987005	10.1.1.2	10.1.1.1	6	1	0	0
987	0	988004	988013	10.1.1.2	10.1.5.1	6	9	0	0
988	0	989004	989004	10.1.1.2	10.1.1.1	6	0	0	0
989	0	990004	990005	10.1.1.2	10.1.1.1	6	1	0	0
990	0	991004	991004	10.1.1.2	10.1.1.1	6	0	0	0
991	0	992004	992004	10.1.1.2	10.1.1.1	6	0	0	0
992	0	993004	993004	10.1.1.2	10.1.1.1	6	0	0	0
993	0	994005	994013	10.1.1.2	10.1.3.1	6	8	0	0
994	0	995005	995006	10.1.1.2	10.1.1.1	6	1	0	0
995	0	996004	996013	10.1.1.2	10.1.5.1	6	9	0	0
996	0	997004	997013	10.1.1.2	10.1.5.1	6	9	0	0
1000	0	1001062	1001065	10.1.1.2	10.1.1.1	6	3	0	0
1001	0	1002004	1002013	10.1.1.2	10.1.3.1	6	9	0	0
1009	0	1010005	1010007	10.1.1.2	10.1.1.1	6	2	0	0
1010	0	1011004	1011004	10.1.1.2	10.1.1.1	6	0	0	0
1011	0	1012004	1012004	10.1.1.2	10.1.1.1	6	0	0	0
1012	0	1013004	1013014	10.1.1.2	10.1.3.1	6	10	0	0
1013	0	1014004	1014013	10.1.1.2	10.1.5.1	6	9	0	0
1018	0	1019474	1019609	10.1.1.2	10.1.1.1	6	135	0	0
1019	0	1020005	1020014	10.1.1.2	10.1.5.1	6	9	0	0
1020	0	1021004	1021013	10.1.1.2	10.1.5.1	6	9	0	0
1021	0	1022005	1022006	10.1.1.2	10.1.1.1	6	1	0	0
1022	0	1023004	1023013	10.1.1.2	10.1.5.1	6	9	0	0
1023	0	1024004	1024004	10.1.1.2	10.1.1.1	6	0	0	0
1024	0	1025005	1025014	10.1.1.2	10.1.5.1	6	9	0	0
1025	0	1026004	1026013	10.1.1.2	10.1.5.1	6	9	0	0
1032	0	1033559	1033609	10.1.1.2	10.1.5.1	6	50	0	0
1033	0	1034004	1034013	10.1.1.2	10.1.3.1	6	9	0	0
1034	0	1035005	1035014	10.1.1.2	10.1.3.1	6	9	0	0
1035	0	1036004	1036005	10.1.1.2	10.1.1.1	6	1	0	0
1036	0	1037004	1037012	10.1.1.2	10.1.3.1	6	8	0	0
1037	0	1038004	1038012	10.1.1.2	10.1.5.1	6	8	0	0
1038	0	1039005	1039006	10.1.1.2	10.1.1.1	6	1	0	0
1039	0	1040005	1040014	10.1.1.2	10.1.5.1	6	9	0	0
1040	0	1041004	1041013	10.1.1.2	10.1.5.1	6	9	0	0
1041	0	1042004	1042004	10.1.1.2	10.1.1.1	6	0	0	0
1042	0	1043004	1043005	10.1.1.2	10.1.1.1	6	1	0	0
1043	0	1044004	1044013	10.1.1.2	10.1.5.1	6	9	0	0
1044	0	1045005	1045013	10.1.1.2	10.1.5.1	6	8	0	0
1045	0	1046004	1046004	10.1.1.2	10.1.1.1	6	0	0	0
1046	0	1047004	1047005	10.1.1.2	10.1.1.1	6	1	0	0
1047	0	1048004	1048013	10.1.1.2	10.1.3.1	6	9	0	0
1048	0	1049004	1049014	10.1.1.2	10.1.5.1	6	10	0	0
1049	0	1050005	1050005	10.1.1.2	10.1.1.1	6	0	0	0
1050	0	1051004	1051013	10.1.1.2	10.1.5.1	6	9	0	0
1051	0	1052004	1052013	10.1.1.2	10.1.3.1	6	9	0	0
1052	0	1053004	1053013	10.1.1.2	10.1.3.1	6	9	0	0
1053	0	1054004	1054013	10.1.1.2	10.1.5.1	6	9	0	0
1054	0	1055005	1055013	10.1.1.2	10.1.3.1	6	8	0	0
1055	0	1056004	1056004	10.1.1.2	10.1.1.1	6	0	0	0
1056	0	1057004	1057012	10.1.1.2	10.1.5.1	6	8	0	0
1057	0	1058004	1058006	10.1.1.2	10.1.1.1	6	2	0	0
1058	0	1059004	1059013	10.1.1.2	10.1.3.1	6	9	0	0
1059	0	1060005	1060005	10.1.1.2	10.1.1.1	6	0	0	0
1060	1	1061005	1061010	10.1.2.2	10.1.1.1	6	5	0	0
1061	1	1062008	1062018	10.1.2.2	10.1.3.1	6	10	0	0
1062	1	1063006	1063016	10.1.2.2	10.1.5.1	6	10	0	0
1063	1	1064005	1064014	10.1.2.2	10.1.3.1	6	9	0	0
1064	1	1065008	1065018	10.1.2.2	10.1.3.1	6	10	0	0
1065	1	1066006	1066016	10.1.2.2	10.1.3.1	6	10	0	0
1066	1	1067005	1067015	10.1.2.2	10.1.3.1	6	10	0	0
1067	1	1068008	1068018	10.1.2.2	10.1.3.1	6	10	0	0
1068	1	1069006	1069016	10.1.2.2	10.1.3.1	6	10	0	0
1069	1	1070005	1070015	10.1.2.2	10.1.5.1	6	10	0	0
1070	1	1071008	1071013	10.1.2.2	10.1.1.1	6	5	0	0
1071	1	1072006	1072011	10.1.2.2	10.1.1.1	6	5	0	0
1072	1	1073005	1073010	10.1.2.2	10.1.1.1	6	5	0	0
1073	1	1074008	1074018	10.1.2.2	10.1.3.1	6	10	0	0
1074	1	1075006	1075011	10.1.2.2	10.1.1.1	6	5	0	0
1075	1	1076005	1076014	10.1.2.2	10.1.5.1	6	9	0	0
1076	1	1077008	1077018	10.1.2.2	10.1.3.1	6	10	0	0
1077	1	1078006	1078016	10.1.2.2	10.1.3.1	6	10	0	0
1078	1	1079005	1079014	10.1.2.2	10.1.5.1	6	9	0	0
1079	1	1080008	1080018	10.1.2.2	10.1.3.1	6	10	0	0
1080	0	1081005	1081005	10.1.1.2	10.1.1.1	6	0	0	0
1081	0	1082004	1082013	10.1.1.2	10.1.5.1	6	9	0	0
1082	0	1083004	1083012	10.1.1.2	10.1.5.1	6	8	0	0
1083	0	1084004	1084004	10.1.1.2	10.1.1.1	6	0	0	0
1084	0	1085005	1085014	10.1.1.2	10.1.5.1	6	9	0	0
1085	0	1086004	1086013	10.1.1.2	10.1.5.1	6	9	0	0
1097	0	1098105	1098116	10.1.1.2	10.1.3.1	6	11	0	0
1098	0	1099004	1099013	10.1.1.2	10.1.5.1	6	9	0	0
1099	0	1100005	1100006	10.1.1.2	10.1.1.1	6	1	0	0
1100	0	1101004	1101013	10.1.1.2	10.1.3.1	6	9	0	0
1106	0	1107502	1107738	10.1.1.2	10.1.3.1	6	236	0	0
1107	0	1108004	1108013	10.1.1.2	10.1.3.1	6	9	0	0
1108	0	1109004	1109012	10.1.1.2	10.1.3.1	6	8	0	0
1109	0	1110005	1110005	10.1.1.2	10.1.1.1	6	0	0	0
1110	0	1111004	1111004	10.1.1.2	10.1.1.1	6	0	0	0
1111	0	1112004	1112005	10.1.1.2	10.1.1.1	6	1	0	0
1112	0	1113004	1113013	10.1.1.2	10.1.3.1	6	9	0	0
1113	0	1114004	1114004	10.1.1.2	10.1.1.1	6	0	0	0
1114	0	1115007	1115007	10.1.1.2	10.1.1.1	6	0	0	0
1116	0	1117496	1118001	10.1.1.2	10.1.5.1	6	505	0	0
1119	0	1120387	1120429	10.1.1.2	10.1.5.1	6	42	0	0
1120	0	1121004	1121005	10.1.1.2	10.1.1.1	6	1	0	0
1121	0	1122004	1122013	10.1.1.2	10.1.5.1	6	9	0	0
1122	0	1123004	1123004	10.1.1.2	10.1.1.1	6	0	0	0
1123	0	1124004	1124012	10.1.1.2	10.1.5.1	6	8	0	0
1124	0	1125006	1125006	10.1.1.2	10.1.1.1	6	0	0	0
1125	0	1126006	1126006	10.1.1.2	10.1.1.1	6	0	0	0
1126	0	1127004	1127005	10.1.1.2	10.1.1.1	6	1	0	0
1127	0	1128004	1128004	10.1.1.2	10.1.1.1	6	0	0	0
1128	0	1129004	1129012	10.1.1.2	10.1.3.1	6	8	0	0
1129	0	1130004	1130013	10.1.1.2	10.1.3.1	6	9	0	0
1130	0	1131004	1131013	10.1.1.2	10.1.3.1	6	9	0	0
1131	0	1132004	1132004	10.1.1.2	10.1.1.1	6	0	0	0
1132	0	1133004	1133004	10.1.1.2	10.1.1.1	6	0	0	0
1133	0	1134004	1134012	10.1.1.2	10.1.5.1	6	8	0	0
1134	0	1135005	1135014	10.1.1.2	10.1.5.1	6	9	0	0
1135	0	1136004	1136013	10.1.1.2	10.1.5.1	6	9	0	0
1136	0	1137004	1137013	10.1.1.2	10.1.3.1	6	9	0	0
1137	0	1138004	1138012	10.1.1.2	10.1.5.1	6	8	0	0
1138	0	1139004	1139013	10.1.1.2	10.1.3.1	6	9	0	0
1139	0	1140005	1140013	10.1.1.2	10.1.3.1	6	8	0	0
1140	1	1141006	1141011	10.1.2.2	10.1.1.1	6	5	0	0
1141	1	1142005	1142010	10.1.2.2	10.1.1.1	6	5	0	0
1142	1	1143008	1143018	10.1.2.2	10.1.5.1	6	10	0	0
1143	1	1144006	1144016	10.1.2.2	10.1.5.1	6	10	0	0
1144	1	1145005	1145014	10.1.2.2	10.1.3.1	6	9	0	0
1145	1	1146008	1146018	10.1.2.2	10.1.3.1	6	10	0	0
1146	1	1147006	1147011	10.1.2.2	10.1.1.1	6	5	0	0
1147	1	1148005	1148015	10.1.2.2	10.1.3.1	6	10	0	0
1148	1	1149008	1149008	10.1.2.2	10.1.1.1	6	0	0	0
1149	1	1150007	1150021	10.1.2.2	10.1.3.1	6	14	0	0
1150	1	1151005	1151014	10.1.2.2	10.1.3.1	6	9	0	0
1151	1	1152008	1152013	10.1.2.2	10.1.1.1	6	5	0	0
1152	1	1153006	1153011	10.1.2.2	10.1.1.1	6	5	0	0
1153	1	1154005	1154014	10.1.2.2	10.1.3.1	6	9	0	0
1154	1	1155008	1155013	10.1.2.2	10.1.1.1	6	5	0	0
1155	0	1156004	1156004	10.1.1.2	10.1.1.1	6	0	0	0
1156	0	1157004	1157013	10.1.1.2	10.1.3.1	6	9	0	0
1157	0	1158004	1158013	10.1.1.2	10.1.5.1	6	9	0	0
1158	0	1159004	1159012	10.1.1.2	10.1.5.1	6	8	0	0
1159	0	1160004	1160013	10.1.1.2	10.1.5.1	6	9	0	0
1160	1	1161008	1161013	10.1.2.2	10.1.1.1	6	5	0	0
1161	1	1162006	1162011	10.1.2.2	10.1.1.1	6	5	0	0
1162	1	1163005	1163014	10.1.2.2	10.1.5.1	6	9	0	0
1163	1	1164008	1164018	10.1.2.2	10.1.3.1	6	10	0	0
1164	1	1165006	1165016	10.1.2.2	10.1.5.1	6	10	0	0
1165	0	1166004	1166013	10.1.1.2	10.1.3.1	6	9	0	0
1166	0	1167004	1167005	10.1.1.2	10.1.1.1	6	1	0	0
1167	0	1168004	1168012	10.1.1.2	10.1.3.1	6	8	0	0
1168	0	1169004	1169012	10.1.1.2	10.1.5.1	6	8	0	0
1169	0	1170006	1170014	10.1.1.2	10.1.5.1	6	8	0	0
1170	1	1171006	1171016	10.1.2.2	10.1.5.1	6	10	0	0
1171	1	1172005	1172014	10.1.2.2	10.1.5.1	6	9	0	0
1172	1	1173008	1173018	10.1.2.2	10.1.3.1	6	10	0	0
1173	1	1174006	1174016	10.1.2.2	10.1.3.1	6	10	0	0
1174	1	1175005	1175014	10.1.2.2	10.1.3.1	6	9	0	0
1175	0	1176004	1176005	10.1.1.2	10.1.1.1	6	1	0	0
1176	0	1177004	1177004	10.1.1.2	10.1.1.1	6	0	0	0
1177	0	1178004	1178004	10.1.1.2	10.1.1.1	6	0	0	0
1178	0	1179004	1179013	10.1.1.2	10.1.5.1	6	9	0	0
1179	0	1180005	1180014	10.1.1.2	10.1.3.1	6	9	0	0
1180	1	1181005	1181014	10.1.2.2	10.1.5.1	6	9	0	0
1181	1	1182008	1182013	10.1.2.2	10.1.1.1	6	5	0	0
1182	1	1183006	1183016	10.1.2.2	10.1.3.1	6	10	0	0
1183	1	1184005	1184014	10.1.2.2	10.1.5.1	6	9	0	0
1184	1	1185008	1185018	10.1.2.2	10.1.5.1	6	10	0	0
1185	0	1186004	1186013	10.1.1.2	10.1.5.1	6	9	0	0
1186	0	1187004	1187012	10.1.1.2	10.1.3.1	6	8	0	0
1187	0	1188004	1188012	10.1.1.2	10.1.3.1	6	8	0	0
1188	0	1189004	1189004	10.1.1.2	10.1.1.1	6	0	0	0
1189	0	1190005	1190013	10.1.1.2	10.1.5.1	6	8	0	0
1190	0	1191004	1191013	10.1.1.2	10.1.5.1	6	9	0	0
